Name,Probability
Jill Scott,0.0015503245755750146
Matt Mills,0.0015503245755750146
Christian Smith,0.0015503245755750146
Danny Rose,0.0015503245755750146
Marcus Kelly,0.0015503245755750146
Paul Jones,0.0015503245755750146
Lee Bowyer,0.0015314181783119046
Sol Campbell,0.0015314181783119046
Trevor Sinclair,0.0015314181783119046
Neil Ruddock,0.0015314181783119042
Lee Harper,0.0015314181783119042
Danny Murphy,0.001525746259132971
Andy Cole,0.001525746259132971
Chris Sutton,0.001525746259132971
Matt Richards,0.0015125117810487947
Nicky Shorey,0.0015125117810487947
Ledley King,0.0014746989865225748
Ian Walker,0.0014746989865225748
Danny Senda,0.0014746989865225748
Gareth Southgate,0.0014746989865225748
Jimmy Carter,0.0014746989865225743
Jamie Smith,0.0014690270673436412
Tommy Wright,0.0014690270673436412
Liam King,0.0014557925892594648
Ashley Baker,0.0014557925892594648
Josh Morris,0.0014557925892594648
Adam Johnson,0.0014557925892594648
Craig Alcock,0.0014557925892594648
Paul Taylor,0.0014557925892594648
Micah Richards,0.0014557925892594648
John Johnson,0.0014557925892594648
Calum Woods,0.0014557925892594648
Gabriel Agbonlahor,0.0014557925892594648
James Moore,0.0014557925892594648
Jade Moore,0.0014557925892594648
Luke Howell,0.0014557925892594648
Shaun Pearson,0.0014557925892594648
Danny Rowe,0.0014557925892594648
Jonathan Smith,0.0014557925892594648
Jamie Yates,0.0014557925892594648
Jon Flanagan,0.0014557925892594648
James Brown,0.0014557925892594648
Phil Jones,0.0014557925892594648
Ryan Shawcross,0.0014557925892594648
Adam Smith,0.0014557925892594648
Che Wilson,0.0014123078755543118
Stan Collymore,0.0014123078755543118
Gary Smith,0.0014123078755543118
Martin Thomas,0.00138962019883858
George Smith,0.0013612606029439153
Jack King,0.0013612606029439153
Jacob Marsden,0.0013612606029439153
Jamie Richards,0.0013612606029439153
Peter Taylor,0.0013612606029439153
Dan Thomas,0.0013612606029439153
Danny Waldren,0.0013612606029439153
Joe Tait,0.0013612606029439153
Jordan Hulme,0.0013612606029439153
Michael Townsend,0.0013612606029439153
James Pearson,0.0013612606029439153
Rory Allen,0.0013612606029439153
Cameron Cresswell,0.0013612606029439153
Waide Fairhurst,0.0013612606029439153
Danny Rowe,0.0013612606029439153
Steve Williams,0.0013612606029439153
Joshua Barnes,0.0013612606029439153
Tyreke Johnson,0.0013612606029439153
Tom Smith,0.0013612606029439153
Ritchie Jones,0.0013612606029439153
James Smith,0.0013612606029439153
Alex Jones,0.0013612606029439153
Michael Kay,0.0013612606029439153
George Wells,0.0013612606029439153
Jordan Simpson,0.0013612606029439153
Ted Smith,0.0013612606029439153
Alfie Jones,0.0013612606029439153
Brett Williams,0.0013612606029439153
Andrai Jones,0.0013612606029439153
Bohan Dixon,0.0013612606029439153
Sean Williams,0.0013612606029439153
Sam Matthews,0.0013612606029439153
Gary Martin,0.0013612606029439153
Daniel Spence,0.0013612606029439153
Alan McCarthy,0.001361260602943915
Paul Underwood,0.001361260602943915
Alex Read,0.0013234478084176954
Jack Brownell,0.0013234478084176954
Chris Regis,0.0013234478084176954
David James,0.0013045414111545854
Harry Baker,0.0013045414111545854
Ray Parlour,0.0013045414111545854
Jack Goodall,0.0012667286166283655
Harry Goode,0.0012667286166283655
Matthew Jones,0.0012667286166283655
Matt Jones,0.0012667286166283655
Gary Jones,0.0012667286166283655
Mark Gray,0.0012667286166283655
Lewis Smith,0.0012667286166283655
Brad Jones,0.0012667286166283655
Liam Smith,0.0012667286166283655
Tyler Walker,0.0012667286166283655
George Green,0.0012667286166283655
James Yates,0.0012667286166283655
Ryan Green,0.0012667286166283655
Matty Jones,0.0012667286166283655
Steven Gerrard,0.0012667286166283655
Tommy Wright,0.0012667286166283655
Ben Jones,0.0012667286166283655
Lawrence Smith,0.0012667286166283655
Lance Smith,0.0012667286166283655
Joshua Smith,0.0012667286166283655
Jordan Brown,0.0012667286166283655
Antony Kay,0.0012667286166283655
Jordan Brown,0.0012667286166283655
